,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
421,Learn Socket Programming C Scratch,Eduonix Learning Solutions  Eduonix Tech    Eduonix Support,Master the socket programming concepts and start building networked applications in C programming language,4.4,2318,1.5,11,Intermediate
422,Build Blockchain Cryptocurrency Scratch,David Joseph Katz,Build a blockchain and cryptocurrency  Discover the engineering ideas behind technologies like Bitcoin and Ethereum ,4.4,2315,6.5,71,Intermediate
423,Python Beginners Learn Python 100 Steps,in28Minutes Official,Python for Beginners  Learn Python with 200Plus Python Examples,4.4,2306,11.5,139,Beginner
424,AWS SageMaker Certified Machine Learning Specialty Exam,Chandra Lingam, Updated  Complete Guide to AWS Certified Machine Learning  MLS C01    Specialty and Practice Test,4.5,2308,15.0,207,All Levels
425,Webpack 5 Complete Guide Beginners,Viktor Pyskunov,Learn Webpack 5 from the very basics to advanced  Use Webpack with JS  CSS  npm  Babel  Node,4.6,2305,4.5,63,All Levels
426,Docker Containers Essentials,Luke Angel,Get up to speed with all of the essentials of containers and Docker ,3.8,2298,1.0,26,All Levels
427,Windows Presentation Foundation Masterclass,Tim Buchalka s Learn Programming Academy  Eduardo Rosas,Leverage WPF with CHash and XAML to build real world skills with Azure  REST  MVVM and Machine Learning,4.4,2296,20.5,132,All Levels
428,C Programming Step Step Complete Tutorial Beginners,Shibaji Paul,C language tutorial from basics with C operator loop array pointer function parameter string recursion structure file ,4.5,2284,17.5,153,All Levels
429,R Level 1 Data Analytics R,R Tutorials Training,Use R for Data Analytics and Data Mining,4.4,2280,8.5,87,Beginner
430,Complete guide ASP NET Core MVC NET 5,Bhrugen Patel,Build real world application using ASP NET Core MVC  Entity Framework Core and ASP NET Core Identity ,4.4,2288,23.0,355,Intermediate
431,Complete Guide Build IOT Things Scratch Market,Junaid Ahmed,Build IOT products using Arduino  NodeMCU ESP8266  IOT Platforms  Sensors  Displays  Keypads Relays  PCB s Casing and more,4.2,2269,6.0,72,All Levels
432,Monitoring Alerting Prometheus,Edward Viaene  Jorn Jambers,Become a DevOps monitoring expert using Prometheus and Grafana  monitor your infrastructure and applications as a pro ,4.1,2251,4.0,37,Beginner
433,R Programming Absolute Beginners,Bogdan Anastasiei,Learn the basics of writing code in R   your first step to become a data scientist,4.3,2247,9.5,119,Beginner
434,Bootcamp Master Golang 1000Plus Exercises Projects,Jose Portilla  Inanc Gumus,Master and Deeply Understand Google s Go from Scratch with Illustrated In Depth Tutorials and 1000Plus Hands On Exercises ,4.5,2249,23.0,310,All Levels
435,Learn PHP Fundamentals Scratch,Eduonix Learning Solutions  Eduonix Tech  ,A Short Course on PHP Basics,4.1,2228,2.0,10,Beginner
436,Android N Beginner Paid Professional,Mark Wahlbeck  Devslopes by Mark Wahlbeck,Comprehensive Android Nougat app development,3.9,2210,25.0,93,All Levels
437,Complete Hands Introduction Apache Airflow,Marc Lamberti,Learn to author  schedule and monitor data pipelines through practical examples using Apache Airflow,4.5,2211,6.0,69,All Levels
438,Reactive Angular Course RxJs,Angular University,Build Angular 11 Applications in Reactive style with plain RxJs   Patterns  Anti Patterns  Lightweight State Management,4.6,2193,5.5,41,All Levels
439,Learn Ionic 3 Scratch,Paul Halliday  BSc Hons ,Create Cross Platform Mobile Applications with Ionic 3  Angular 4  TypeScript and Firebase ,4.4,2187,12.5,217,All Levels
440,Kotlin Java Developers,Tim Buchalka  Goran Lochert  Tim Buchalka s Learn Programming Academy,Use your Java skills to learn Kotlin fast  Enhance career prospects and master Kotlin  including Java interoperability,4.5,2184,17.0,90,All Levels
441,MATLAB Master Class Beginner Expert MATLAB,Nouman Azam,MATLAB programming data analysis  visualization  reports generation  scripting  data Science  GUI s  regular expressions,4.4,2192,37.5,323,All Levels
442,Modern Web Scraping Python Scrapy Splash Selenium,Ahmed Rafik,Become an expert in web scraping and web crawling using Python 3  Scrapy  Splash and Selenium 2nd EDITION  2020 ,4.6,2184,9.0,127,All Levels
443,Learn CHash Building Applications,Avetis Ghukasyan,Learn CHash 6 and CHash 7 by understanding the core concepts and using them to build real world  NET console applications ,4.5,2158,13.5,100,All Levels
444,Python Programming Basics Advanced level 2021,EdYoda Digital University  Dipesh Sharma,This Python for beginners course will help you to become Zero to Hero  Learn Python Programming in Easy Way ,4.3,2151,8.0,41,All Levels
445,Certified HTML CSS JavaScript Web Developer,Framework Television Inc   Mark Lassoff,Complete coverage of HTML  CSS  Javascript while you Earn Four Respected Certifications,4.3,2143,46.0,523,All Levels
446,Comprehensive 2021 Android Development Masterclass,Paulo Dichone   Android  Java  Flutter Developer and Teacher,Master Modern Android API s  ROOM Database  ML Kit Face Recognition  Firestore  Firebase  Maps and Android Studio IDE,4.5,2148,46.5,365,All Levels
447,Software Tester Learn Software Testing Job,Waqas Mazhar,Testing  Manual Testing  Software Testing  Qa  Qa Testing  Quality Assurance  Manual Software Testing  Jira and Job tips,4.2,2131,1.5,19,All Levels
448,REST WCF Service ASP NET,Patrick God,Learn how to build a RESTful WCF Service in an ASP NET web application and call its methods with JQuery ,4.0,2131,41.0,5,All Levels
449,Complete React Js Redux Course Build Modern Web Apps,Codestars by Rob Percival  Rayan Slim  Rob Percival  Jad Slim,Go from Beginner to React Js Expert by building an Instagram Like Web App with React 16  React Router  Redux and Firebase ,4.5,2130,8.5,71,All Levels
450,Complete PHP MYSQL Professional Course 5 Projects,Jazeb Akram,Learn PHP MYSQL by building 5 Projects including PHP Regular Expressions and CMS   Become a Full Stack Back End Developer ,4.2,2126,20.0,154,All Levels
451,Getting Started Apache Cassandra,Infinite Skills,Learn everything you need to know to use Apache Cassandra,4.5,2126,8.0,124,All Levels
452,JSF 2 2 Java Server Faces Beginners Build DB App,Chad Darby,JSF 2 2   Build a Real JSF Web Application that connects to a Database   Most Popular JSF course,4.7,2124,5.5,57,All Levels
453,HTML CSS Certification Course Beginners,YouAccel Training,Lean the Foundations of HTML and CSS to Create Fully Customized  Mobile Responsive Web Pages,4.3,2127,4.0,70,Beginner
454,Deep Learning GANs Variational Autoencoders,Lazy Programmer Team  Lazy Programmer Inc ,Generative Adversarial Networks and Variational Autoencoders in Python  Theano  and Tensorflow,4.5,2090,7.5,54,Intermediate
455,Complete ARKit Course Build 11 Augmented Reality Apps,Codestars by Rob Percival  Rayan Slim  Rob Percival  Jad Slim,Become an iOS Augmented Reality Developer by Building 11 High Level AR Apps using ARKit in iOS 11 and Swift 4 ,4.3,2085,9.5,94,All Levels
456,Java Basics Learn Code Right Way,Grant Klimaytys,Learn Java Using this Course  Then Move on to Make Desktop  Web and Android Applications ,4.6,2084,1.5,15,Beginner
457,PHP MySQL Certification Course Beginners,YouAccel Training,Learn to Build Database Driven Web Applications using PHP and MySQL,4.3,2083,3.5,57,Beginner
458,HP UFT Basic Intermediate,Pavan Lalwani,Automation testing with HP Unified Functional Testing,4.4,2077,5.0,41,Beginner
459,Spring Boot Microservices Spring Cloud Beginner Guru,John Thompson,Learn to Master Spring Boot Microservices with Spring Cloud and Docker,4.5,2076,38.5,346,Intermediate
460,Vue JS 2 0 Mastering Web Apps,David Joseph Katz,Create the VueJS 2 0 apps you always wanted  Build 5 apps  learn development secrets  VueRouter  Vuex  and more ,4.2,2071,4.5,69,All Levels
461,Learn CPlusPlus Creating,Andrew Volk,Learn Programming Basics in CPlusPlus with a project based approach,4.2,2068,1.5,16,Beginner
462,Artificial Intelligence Business,Hadelin de Ponteves  Kirill Eremenko  SuperDataScience Team,Solve Real World Business Problems with AI Solutions,4.5,2061,15.0,118,Beginner
463,Data Science Supervised Machine Learning Python,Lazy Programmer Team  Lazy Programmer Inc ,Full Guide to Implementing Classic Machine Learning Algorithms in Python and with Sci Kit Learn,4.5,2056,6.5,53,Beginner
464,Advanced C Programming Pointers,Huw Collingbourne,Master pointers  addresses and memory allocation in C,4.6,2054,4.0,65,Intermediate
465,Complete Guide Protocol Buffers 3 Java Golang Python,Stephane Maarek   AWS Certified Solutions Architect   Developer Associate,Google Protobuf with examples and exercises  Code in Java Go Python  Say Goodbye to JSON and XML  Pre req to gRPC,4.6,2045,3.5,69,Beginner
466,Java Swing GUI Programming Beginner Expert,John Purcell,Learn how to create desktop and Internet GUI Java programs and take your Java programming to the next level ,4.5,2037,14.0,93,All Levels
467,Flutter Firebase Build Complete App iOS Android,Andrea Bizzotto,Learn Dart  Flutter and Firebase by Google  and build a real world  production ready app,4.6,2036,21.0,408,All Levels
468,Build Person Shooter Survival Game Unity,Game Institute Inc ,Part I  Create and Design Artificially Intelligent Game Characters with Advanced Animation Systems,4.5,2033,84.0,77,Intermediate
469,Python Network Engineers Netmiko NAPALM pyntc Telnet,David Bombal  Experts with David Bombal,Program networks using Python  Learn network automation and programmability with this practical course  Cisco networks ,4.8,2034,14.0,176,Beginner
470,Making Sense User Stories,Luminescence Training,An in depth look at writing  understanding  and working with user stories,4.4,2027,2.0,31,All Levels
471,Introduction Natural Language Processing NLP,Brian Sacash,Learn how to analyze text data ,4.3,2020,3.0,41,Beginner
472,Intro Data Science Step Step Guide Starting,Kirill Eremenko  Hadelin de Ponteves  SuperDataScience Team,Learn the critical elements of Data Science  from visualization to databases to Python and more  in just 6 weeks ,4.4,2027,5.5,42,Beginner
473,Learn HTML Beginners,YouAccel Training,Lean how to create web pages using HTML,4.2,2014,2.5,39,Beginner
474,Laravel 2019 complete guide real world projects,Kati Frantz,Build simple to advanced web applications using the PHP s most popular web framework   Completely re recorded for 5 8,4.7,2007,24.0,196,All Levels
475,Python Complete Masterclass Beginners,Mihai Catalin Teodosiu  EpicPython Academy,Learn Python including Excel Database Test Network Automation  Data Analysis  Web Development  REST APIs  GraphQL and more,4.6,2015,30.0,416,Beginner
476,Deep Learning TensorFlow 2 0 2021,365 Careers  365 Careers Team,Build Deep Learning Algorithms with TensorFlow 2 0  Dive into Neural Networks and Apply Your Skills in a Business Case,4.4,1996,6.0,111,All Levels
477,Write PHP Like Pro Build PHP MVC Framework Scratch,Dave Hollingworth,Learn to write faster  easier to maintain  more secure PHP websites by using a model view controller framework,4.6,1994,3.0,66,All Levels
478,Statistics Data Analysis Excel 2016,Sandeep Kumar  ,Plain and Simple Lessons on Descriptive and Inferential Statistics Theory With Excel Examples for Business and Six Sigma,4.4,2000,14.5,113,All Levels
479,Learn OAuth 2 0 started API Security Expert,Matthias Biehl,Just imagine what could happen to YOUR professional career if you had skills in OAuth     8500 satisfied students,4.2,1989,4.0,49,All Levels
480,Introduction Time Series Analysis Forecasting R,R Tutorials Training,Work with time series and all sorts of time related data in R   Forecasting  Time Series Analysis  Predictive Analytics,4.3,1988,8.5,74,All Levels
481,Microsoft Powerapps Essential Training 2021,Business World  Shaher Yar Hamid,Create Business Apps Without Coding,4.2,1985,2.0,43,Beginner
482,100 Python Exercises Evaluate Improve Skills,Ardit Sulce,Boost your Python skills by solving 100 Python assignments ranging from easy to expert levels  Solutions included ,4.3,1981,3.0,207,All Levels
483,Docker Introducing Docker Essentials Containers,David Joseph Katz,Create and run Docker containers  and build multi container applications  Compose  Networks  Swarm  Cloud  and more ,4.4,1983,6.0,47,All Levels
484,Complete iOS 12 Swift Developer Course Build 28 Apps,Rob Percival  Nick Walter  Codestars by Rob Percival,Use Xcode 10 and Swift 4 to make real iOS12 apps like Uber and Instagram  with CoreML and ARKit  Includes AWS Credits and more,4.5,1968,44.5,305,All Levels
485,Javascript Beginner Pro Build real world JS apps,Abhay Talreja,Master JavaScript with the most complete JavaScript course on market  1st step to learn JS   React  Angular or Vue JS,4.2,1962,12.5,85,Beginner
486,ASP NET Core 3 ASP NET 5 MVC CHash Angular EF Crash Course,Devwebtuts 24 7,Learn How To Build Cross Platform Web Apps in ASP NET Core Utilizing MVC  CHash  Web Api  Angular and Entity Framework Core,3.4,1961,22.5,258,All Levels
487,Django Python complete BUNDLE Plus Django real project 2020,Arash Shahvar,Django and python Bundle   from learning all basic of python to advanced python to UI Design TKINTER  and then Django,4.5,1960,56.0,359,All Levels
488,Master ASP NET MVC Core 3 1,Bhrugen Patel,Master ASP NET MVC Core with hands on experience on real world website  A step by step course to learn ASP NET Core MVC,4.4,1961,17.0,236,All Levels
489,ASP Net MVC Quick Start,Brian Gorman,Build your own public facing CRUD  Create  Read  Update  Delete  website w MVC and Entity Framework in a weekend ,4.2,1950,13.5,127,Intermediate
490,Careers Data Science Z,Kirill Eremenko  Hadelin de Ponteves  SuperDataScience Team,How to Become a Top Level Data Scientist   Learn What to Expect  How to be Prepared  How to Stand Out and More   ,4.5,1953,3.5,52,Beginner
491,Unreal Engine CPlusPlus Ultimate Game Developer Course,Stephen Ulibarri,Learn how to develop  code and package a complete video game in Unreal Engine,4.6,1944,34.5,100,All Levels
492,Vue JS Essentials Vuex Vue Router,Stephen Grider,Have limited time to learn Vue  Vuex  and Vue Router   Take this course and learn Vue in 11 hours ,4.5,1943,10.5,139,Beginner
